question_id,question,ground_truth,final_answer,is_correct,majority_votes,num_agents,num_rounds
5ac097b05542996f0d89cc18,"Are Ruggero Deodato from Italy, and Mexican Alejandro Springall, both film directors?",yes,"Yes, both Ruggero Deodato from Italy and Alejandro Springall from Mexico are film directors.",True,"Yes, both Ruggero Deodato from Italy and Alejandro Springall from Mexico are film directors.",3,2
5a79caad5542994f819ef09f,Which professional baseball player was born in 1984 and played as a rookie for the Los Angeles Dogers in 2007?,Matthew Ryan Kemp,Matt Kemp,False,Matt Kemp,3,2
5a83a31c554299123d8c2179,Who is the lead vocalist for Maroon 5's sixth studio album?,Adam Levine,Adam Levine,True,The lead vocalist for Maroon 5's sixth studio album is Adam Levine.,3,2
5a72830e5542994cef4bc2f9,"Where is the company that distributed XXXTentacion's single ""Revenge"" based?","San Francisco, California","Empire Distribution, the company that distributed XXXTentacion's single ""Revenge"", is based in San Francisco, California, United States.",True,"Empire Distribution, the company that distributed XXXTentacion's single ""Revenge,"" is based in San Francisco, California.",3,2
5abaca935542996606241610,"""Text Me Merry Christmas"" is a song performed by Kristen Bell and a group that originated at what univeristy?",Indiana University,Straight No Chaser originated at Indiana University.,True,The a cappella group Straight No Chaser originated at Indiana University.,3,2
5ae0a59a55429945ae9593e2,This Celtic ruler who was born in AD 43 ruled southeastern Britain prior to conquest by which empire?,Roman,The Roman Empire,True,The Roman Empire,3,2
5ab700ca5542991d32223736,"Which other film did one of the supporting cast in ""Sleepless in Seattle"" appear?","""Now and Then"" (1995)",Independence Day,False,Independence Day,3,2
5a8bd49d5542997f31a41dd7,"Who is this American cartoonist, writer, producer, animator, and voice actor that worked with this multiple Shuster Award, Harvey Award and Eisner Award nominee and an Eisner Award–winning comic book creator?",Matt Groening,"The American cartoonist, writer, producer, animator, and voice actor mentioned in the question is most likely Matt Groening.",True,Matt Groening,3,2
5ae4d3a55542990ba0bbb164,What creature of American folklore gained notoriety in 1964?,Dewey Lake Monster,The creature of American folklore that gained notoriety in 1964 is the Dewey Lake Monster or Michigan Bigfoot.,True,Bigfoot or Sasquatch gained notoriety in 1964.,3,2
5ab29346554299545a2cf997,"What CBS-affiliated station serves Pontotoc County, Oklahoma?",KXII,KXII,True,"KXII is the CBS-affiliated station that serves Pontotoc County, Oklahoma.",3,2
5a776fc15542997042120a3a,What is the mascot of the oldest private university in Georgia?,The Bears,"The mascot of the oldest private university in Georgia, Mercer University, is the Mercer Bears.",True,"The mascot of the oldest private university in Georgia, Mercer University, is the Mercer Bears.",3,2
5ab3ede755429976abd1bcf4,Who directed the 1940 film in which John Arledge appeared?,John Ford,John Ford,True,The 1940 film in which John Arledge appeared was directed by John Ford.,3,2
5a80071f5542992bc0c4a684,Alice David is the voice of Lara Croft in a video game developed by which company ?,Crystal Dynamics,Crystal Dynamics,True,Crystal Dynamics,3,2
5ae08a0455429924de1b70fc,"Which German project recorded a song that featured vocals by a duo from Silverdale, England?",Enigma,"Enigma recorded the song ""Amen"" that featured vocals by the duo Aquilo from Silverdale, England.",True,"Enigma recorded the song ""Amen"" featuring vocals by the duo Aquilo from Silverdale, England.",3,2
5ab484415542990594ba9c44,"Which facility was founded in Missouri, Discovery Zone or Valentino's?",Discovery Zone,Discovery Zone (DZ) was founded in Missouri.,True,Discovery Zone,3,2
5a811667554299260e20a23d,What occupations do both Ian Hunter and Rob Thomas have?,"singer, songwriter",Both Ian Hunter and Rob Thomas have occupations as musicians and singer-songwriters.,False,Both Ian Hunter and Rob Thomas have occupations as musicians and singer-songwriters.,3,2
5a81c7d15542990a1d231ea9,Which services did Rock Nominees Ltd and  ISS A/S (Integrated Service Solutions) have in common?,"cleaning, catering and security",Cleaning services,False,Rock Nominees Ltd and ISS A/S (Integrated Service Solutions) had cleaning services in common through their involvement with RCO (Holdings) plc.,3,2
5a716ec85542994082a3e82d,"Which movie was filmed first ""The Guest"" or ""You're Next""?",You're Next,"""You're Next"" was filmed before ""The Guest.""",True,"""You're Next"" was filmed before ""The Guest.""",3,2
5ade25ed5542997c77aded70,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),The state of rivalry between Russia and the United Kingdom after the abdication of Emperor Nicholas II was during World War I.,False,World War I,3,2
5a89dd4d554299669944a5e3,"Flower Alley was bred by the trainer who was killed at what Fayette County, Kentucky airport?",Blue Grass Airport,"George Brunacini, the breeder of Flower Alley, was killed at Blue Grass Airport in Lexington, Kentucky.",True,"George Brunacini, the breeder of Flower Alley, was killed at Blue Grass Airport in Lexington, Kentucky.",3,2
5abba3cd554299642a094aee,"How many different schools does the university, in which Andrew J. Elliot is a professor of psychology, have?",six,The University of Rochester has six different schools.,True,The University of Rochester has six different schools.,3,2
5ac540365542994611c8b470,"Loughborough Students' Union serves the students at what public research university that has been a university since 1966, but the institution dates back to 1909?",Loughborough University,Loughborough University,True,Loughborough Students' Union serves the students at Loughborough University.,3,2
5ae199305542997b2ef7d20e,In what european city is a location of the college from which the woman known as Comic Book Girl 19 received her degree?,"Lacoste, France","Lacoste, France",True,"Lacoste, France",3,2
5ae789615542997ec2727695,Kam Heskin plays Paige Morgan in a 2004 film directed by who?,Martha Coolidge,Martha Coolidge,True,Martha Coolidge,3,2
5a75e67d5542992db9473709,"What was a series of battles during the Revolutionary War, for control of New York City and the state of New Jersey, fought on October 28, 1776 near White Plains, New York?",New York and New Jersey campaign,"The series of battles fought on October 28, 1776 near White Plains, New York, for control of New York City and the state of New Jersey, was the Battle of White Plains during the American Revolutionary War.",False,"The series of battles during the Revolutionary War, for control of New York City and the state of New Jersey, fought on October 28, 1776 near White Plains, New York, was the New York and New Jersey campaign.",3,2
5a8a5a1955429930ff3c0da7,"In what year was the Sayrevill, New Jersey rock band that Frankie LaRocka played drums for formed?",1983,"The Sayreville, New Jersey rock band that Frankie LaRocka played drums for, Bon Jovi, was formed in 1983.",True,"The Sayreville, New Jersey rock band that Frankie LaRocka played drums for, Bon Jovi, was formed in 1983.",3,2
5a7bc0755542995eb53be9a5,The series of novels that reference numerous locations and incorporates themes from multiple genres is titled what?,The Dark Tower,"The series of novels that reference numerous locations and incorporates themes from multiple genres is titled ""The Dark Tower.""",True,"The series of novels that reference numerous locations and incorporates themes from multiple genres is titled ""The Dark Tower.""",3,2
5ae7535c5542997b22f6a6d8,The 53rd National Hockey League All-Star Game took place at the indoor arena that was completed in what year?,1998,The indoor arena where the 53rd National Hockey League All-Star Game took place was completed in 1998.,True,"The indoor arena, the BB&T Center in Sunrise, Florida, where the 53rd National Hockey League All-Star Game was held in 2003, was completed in 1998.",3,2
5adf95745542995534e8c7f8,Where does Śivarāma Swami conduct courses on Vaishnava Theology?,in the village of Aldenham,"Śivarāma Swami conducts courses on Vaishnava Theology at Bhaktivedanta Manor in Aldenham near Watford, Hertfordshire, England.",False,"Śivarāma Swami conducts courses on Vaishnava Theology at Bhaktivedanta Manor in Aldenham near Watford, Hertfordshire, England.",3,2
5adf3c155542993a75d2643a,What is the given name of the character depicted as Juliet Hulme in Heavenly Creatures?,Anne Perry,Juliet Marion,False,Juliet Marion,3,2
5ac1a6bf5542991316484b8d,"In what state did this band form that is an American metalcore band, founded in mid-2009, and whose lead vocalist was Jerry Roush?",California,Glass Cloud was formed in Virginia.,False,Glass Cloud was formed in the state of Virginia.,3,2
5a87b2fc5542996e4f3088d0,"Who wrote the book that inspired the name of the CD/DVD ""Here at the End of All Things""?",J. R. R. Tolkien,J. R. R. Tolkien,True,J. R. R. Tolkien,3,2
5a807ca5554299485f598613,Where was the original line of the railroad William Howard worked for?,the port of Baltimore west to Sandy Hook,"The original line of the railroad William Howard worked for, the Baltimore and Ohio Railroad, ran from the port of Baltimore west to Sandy Hook in Maryland.",True,"The original line of the railroad William Howard worked for, the Baltimore and Ohio Railroad, ran from the port of Baltimore west to Sandy Hook in Maryland.",3,2
5adf1b8a5542995534e8c750,What band did Gator Country guitarist that co-wrote Bloody Reunion come from?,Molly Hatchet,Molly Hatchet,True,Molly Hatchet,3,2
5a87081755429960ec39b6fe,"Jessica Jones is a television series created for Netflix, the second in the series of the shows that lead to ""The Defenders"" miniseries after what show released on Netflix earlier?",Daredevil,"The show that was released on Netflix earlier than ""Jessica Jones"" and led to ""The Defenders"" miniseries is ""Marvel's Daredevil.""",True,"The show released on Netflix earlier than Marvel's Jessica Jones, which is the first in the series leading to ""The Defenders"" miniseries, is ""Marvel's Daredevil.""",3,2
5ab322b1554299194fa93570,"Which type of character is featured by the P.L. Travers's third book and last novel in the ""Mary Poppins"" series?",fictional character,"The type of character featured in P.L. Travers's third book and last novel in the ""Mary Poppins"" series, titled ""Mary Poppins Opens the Door,"" is most likely a magical or fantastical character.",False,"The type of character featured in P.L. Travers's third book and last novel in the ""Mary Poppins"" series, ""Mary Poppins Opens the Door,"" could be a character with magical or extraordinary qualities that further enrich the fantastical world of Mary Poppins and the Banks family.",3,2
5a80721b554299485f5985ef,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",World War II,The Livesey Hall War Memorial commemorates the fallen of World War II.,True,The Livesey Hall War Memorial commemorates the fallen of World War II.,3,2
5a85fb085542994775f606de,What is the name of the executive producer of the film that has a score composed by Jerry Goldsmith?,Ronald Shusett,The executive producer of the film that has a score composed by Jerry Goldsmith is Ronald Shusett.,True,Ronald Shusett,3,2
5a79c1335542994bb9457066,Eric Ambler and Carol Shields are both best Known for what profession?,author,Both Eric Ambler and Carol Shields are best known as authors.,True,Both Eric Ambler and Carol Shields are best known as authors.,3,2
5a774e9c55429972597f14f3,David Huntsinger has worked with this gospel singer born in the month of July?,Larnelle Harris,Larnelle Harris,True,Larnelle Steward Harris,3,2
5adcdea85542992c1e3a2441,What film adaptation do both Jerome Bernard and Ira Lewis have in common?,Chinese Coffee,"The film adaptation of ""Chinese Coffee"" is the film adaptation that both Jerome Bernard and Ira Lewis have in common.",True,"The film adaptation of ""Chinese Coffee"" is the common film adaptation that both Jerome Bernard (Jerry) Orbach and Ira Lewis have in common.",3,2
5ac509e95542994611c8b333,The chicken is a type of dance pattern that is a change of pace of what dance?,the Twist,The Chicken dance is a change of pace of the Twist dance.,True,The Chicken is a change of pace of the Twist dance.,3,2
5a8b42be55429949d91db515,What profession does John Lanchester and Alan Dean Foster have in common?,novelist,Both John Lanchester and Alan Dean Foster share the profession of being authors.,False,John Lanchester and Alan Dean Foster have the profession of being writers in common.,3,2
5ab9b2c7554299743d22ebaf,Are both Lygodium or Maxillaria a genus of orchids?,no,Only Maxillaria is a genus of orchids.,False,"No, only Maxillaria is a genus of orchids.",3,2
5a7b63eb55429931da12ca7e,What city does Paul Clyne and David Soares have in common?,New York,"Albany, New York.",True,Albany,3,2
5a7ea14655429930675135ab,What giant silverware company was started as a religious Utopian group and was for many years run by Pierrepont Noyes?,Oneida Limited,The giant silverware company that was started as a religious Utopian group and was for many years run by Pierrepont Noyes is Oneida Limited.,True,Oneida Limited.,3,2
