question_id,question,ground_truth,num_attempts,is_correct,final_answer,reflections
5abaca935542996606241610,"""Text Me Merry Christmas"" is a song performed by Kristen Bell and a group that originated at what univeristy?",Indiana University,1,True,Indiana University,[]
5ae0a59a55429945ae9593e2,This Celtic ruler who was born in AD 43 ruled southeastern Britain prior to conquest by which empire?,Roman,5,False,Roman Empire,[]
5ab700ca5542991d32223736,"Which other film did one of the supporting cast in ""Sleepless in Seattle"" appear?","""Now and Then"" (1995)",5,False,Runaway Bride,[]
5a8bd49d5542997f31a41dd7,"Who is this American cartoonist, writer, producer, animator, and voice actor that worked with this multiple Shuster Award, Harvey Award and Eisner Award nominee and an Eisner Award–winning comic book creator?",Matt Groening,1,True,Matt Groening,[]
5ae4d3a55542990ba0bbb164,What creature of American folklore gained notoriety in 1964?,Dewey Lake Monster,1,True,Dewey Lake Monster,[]
5ab29346554299545a2cf997,"What CBS-affiliated station serves Pontotoc County, Oklahoma?",KXII,1,True,KXII,[]
5a776fc15542997042120a3a,What is the mascot of the oldest private university in Georgia?,The Bears,1,True,Bears,[]
5ab3ede755429976abd1bcf4,Who directed the 1940 film in which John Arledge appeared?,John Ford,1,True,John Ford,[]
5a80071f5542992bc0c4a684,Alice David is the voice of Lara Croft in a video game developed by which company ?,Crystal Dynamics,1,True,Crystal Dynamics,[]
5ae08a0455429924de1b70fc,"Which German project recorded a song that featured vocals by a duo from Silverdale, England?",Enigma,1,True,Enigma,[]
5ab484415542990594ba9c44,"Which facility was founded in Missouri, Discovery Zone or Valentino's?",Discovery Zone,1,True,Discovery Zone,[]
5a811667554299260e20a23d,What occupations do both Ian Hunter and Rob Thomas have?,"singer, songwriter",5,False,Musician and Songwriter,[]
5a81c7d15542990a1d231ea9,Which services did Rock Nominees Ltd and  ISS A/S (Integrated Service Solutions) have in common?,"cleaning, catering and security",5,False,"Cleaning services, Catering services, Security services",[]
5a716ec85542994082a3e82d,"Which movie was filmed first ""The Guest"" or ""You're Next""?",You're Next,1,True,You're Next,[]
5ade25ed5542997c77aded70,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),5,False,Crimean War,[]
5a89dd4d554299669944a5e3,"Flower Alley was bred by the trainer who was killed at what Fayette County, Kentucky airport?",Blue Grass Airport,1,True,Blue Grass Airport,[]
5abba3cd554299642a094aee,"How many different schools does the university, in which Andrew J. Elliot is a professor of psychology, have?",six,1,True,Six,[]
5ac540365542994611c8b470,"Loughborough Students' Union serves the students at what public research university that has been a university since 1966, but the institution dates back to 1909?",Loughborough University,1,True,Loughborough University,[]
5ae199305542997b2ef7d20e,In what european city is a location of the college from which the woman known as Comic Book Girl 19 received her degree?,"Lacoste, France",1,True,"Lacoste, France",[]
5ae789615542997ec2727695,Kam Heskin plays Paige Morgan in a 2004 film directed by who?,Martha Coolidge,1,True,Martha Coolidge,[]
5a75e67d5542992db9473709,"What was a series of battles during the Revolutionary War, for control of New York City and the state of New Jersey, fought on October 28, 1776 near White Plains, New York?",New York and New Jersey campaign,5,False,Battle of White Plains,[]
5a8a5a1955429930ff3c0da7,"In what year was the Sayrevill, New Jersey rock band that Frankie LaRocka played drums for formed?",1983,1,True,1983,[]
5a7bc0755542995eb53be9a5,The series of novels that reference numerous locations and incorporates themes from multiple genres is titled what?,The Dark Tower,1,True,The Dark Tower,[]
5ae7535c5542997b22f6a6d8,The 53rd National Hockey League All-Star Game took place at the indoor arena that was completed in what year?,1998,1,True,1998,[]
5adf95745542995534e8c7f8,Where does Śivarāma Swami conduct courses on Vaishnava Theology?,in the village of Aldenham,5,False,"Bhaktivedanta Manor in Hertfordshire, England",[]
5adf3c155542993a75d2643a,What is the given name of the character depicted as Juliet Hulme in Heavenly Creatures?,Anne Perry,2,True,Anne Perry,[]
5ac1a6bf5542991316484b8d,"In what state did this band form that is an American metalcore band, founded in mid-2009, and whose lead vocalist was Jerry Roush?",California,4,True,California,[]
5a87b2fc5542996e4f3088d0,"Who wrote the book that inspired the name of the CD/DVD ""Here at the End of All Things""?",J. R. R. Tolkien,1,True,J. R. R. Tolkien,[]
5a807ca5554299485f598613,Where was the original line of the railroad William Howard worked for?,the port of Baltimore west to Sandy Hook,5,False,Sandy Hook in Maryland,[]
5adf1b8a5542995534e8c750,What band did Gator Country guitarist that co-wrote Bloody Reunion come from?,Molly Hatchet,1,True,Molly Hatchet,[]
5a87081755429960ec39b6fe,"Jessica Jones is a television series created for Netflix, the second in the series of the shows that lead to ""The Defenders"" miniseries after what show released on Netflix earlier?",Daredevil,5,False,Marvel's Daredevil,[]
5ab322b1554299194fa93570,"Which type of character is featured by the P.L. Travers's third book and last novel in the ""Mary Poppins"" series?",fictional character,5,False,Mary Poppins,[]
5a80721b554299485f5985ef,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",World War II,1,True,World War II,[]
5a85fb085542994775f606de,What is the name of the executive producer of the film that has a score composed by Jerry Goldsmith?,Ronald Shusett,1,True,Ronald Shusett,[]
5a79c1335542994bb9457066,Eric Ambler and Carol Shields are both best Known for what profession?,author,5,False,Authors,[]
5a774e9c55429972597f14f3,David Huntsinger has worked with this gospel singer born in the month of July?,Larnelle Harris,5,False,Larnelle Steward Harris,[]
5adcdea85542992c1e3a2441,What film adaptation do both Jerome Bernard and Ira Lewis have in common?,Chinese Coffee,1,True,Chinese Coffee,[]
5ac509e95542994611c8b333,The chicken is a type of dance pattern that is a change of pace of what dance?,the Twist,1,True,Twist,[]
5a8b42be55429949d91db515,What profession does John Lanchester and Alan Dean Foster have in common?,novelist,5,False,Writers,[]
5ab9b2c7554299743d22ebaf,Are both Lygodium or Maxillaria a genus of orchids?,no,5,False,"Maxillaria is a genus of orchids, while Lygodium is a genus of ferns, not orchids.",[]
5a7b63eb55429931da12ca7e,What city does Paul Clyne and David Soares have in common?,New York,5,False,"Albany, New York",[]
5a7ea14655429930675135ab,What giant silverware company was started as a religious Utopian group and was for many years run by Pierrepont Noyes?,Oneida Limited,1,True,Oneida Limited,[]
