question_id,question,ground_truth,final_answer,is_correct,majority_votes,num_agents,num_rounds
5ab58f9a554299488d4d99da,"What is the birthday of this Anglo-Irish actress, courtean, and mistress, who was the mother to the illegitimate daughter of King William IV?",22 November,"Finish: Dorothea Jordan, the mother of Elizabeth Hay, Countess of Erroll, was born on 22 November 1761.",False,1,3,3
5ae67def5542991bbc9760f3,Kenneth L. Gile is the Chief Operating Officer of an airline with its head office in what airport?,Dubai International Airport,"Kenneth L. Gile is the Chief Operating Officer of Flydubai, an airline with its head office and flight operations in Terminal 2 of Dubai International Airport.",False,3,3,3
5adeb78a554299728e26c77a,In what state is the manufacturer of Bisquick headquartered?,Minnesota,"General Mills, the manufacturer of Bisquick, is headquartered in Golden Valley, Minnesota, a suburb of Minneapolis. Finish[Minnesota].",False,1,3,3
5ae66d515542992ae0d16346,"In what year was the singer who popularized ""I'll Keep the Lovelight Burning"" born?",1927,"Patti Page, the singer who popularized ""I'll Keep the Lovelight Burning,"" was born on November 8, 1927.",False,1,3,3
5a8e60ca5542995a26add4d9,In which movie the Stephanie Kay Panabaker was alongside with her elder sister Danielle Nicole Panabaker?,"""Read It and Weep"" (2006)","Step 2: Stephanie Kay Panabaker starred alongside her elder sister Danielle Nicole Panabaker in the Disney film ""Read It and Weep"" in 2006.",False,1,3,3
5a72a2935542991f9a20c546,Is Velvetpark or Shape magazine written more for a lesbian and queer-identified female readership?,Velvetpark,"Velvetpark is more tailored towards a lesbian and queer-identified female audience as it specifically focuses on lesbian and queer-identified women, featuring arts, culture, and social activism that impact queer culture. On the other hand, Shape magazine is a women's fitness magazine that does not have a specific focus on lesbian and queer-identified women. Therefore, Velvetpark is the publication that caters more to this demographic.",False,1,3,3
5a7f7b3b5542992097ad2f81,"Which restaurant chain's headquarters is further north, Pizza Inn or Papa Gino's?",Papa Gino's,"Pizza Inn's headquarters in The Colony, Texas is further south than Papa Gino's headquarters in Dedham, Massachusetts. Therefore, the answer is Papa Gino's. Finish[Papa Gino's].",False,1,3,3
5a82ebb855429966c78a6a9c,whats the famous bavagheet by arun date?,Shukratara,"Finish: The famous Bhavageet by Arun Date is ""Shukratara.""",False,1,3,3
5add596f5542990dbb2f7e4d,"Grown-Ups starred the actor who was best known for which role on  ""'Allo 'Allo!""?",Captain Hans Geering,Finish[Sam Kelly as Captain Hans Geering],False,1,3,3
5ac4db1d554299076e296e1a,who is a British physicist  and also a  British government's chief scientific adviser,Frederick Alexander,"Frederick Alexander Lindemann, 1st Viscount Cherwell, fits the description of being a British physicist and the British government's chief scientific adviser. He played a significant role in advising Winston Churchill during World War II and advocating for strategic bombing.",False,1,3,3
5ac532335542994611c8b41c,Howard Van Doren Shaw was the designer of which 1917 Progressive Era community? ,Marktown,Finish[answer]: Marktown was designed by architect Howard Van Doren Shaw.,False,1,3,3
5ae7a8d35542994a481bbdbb,Which contest in California pays homage to an American novelist that won the Novel Prize in Literature in 1954?,The Bad Hemingway Contest,"The International Imitation Hemingway Competition, also known as ""The Bad Hemingway Contest,"" pays homage to Ernest Hemingway, an American novelist who won the Nobel Prize in Literature in 1954.",False,3,3,3
5a8db348554299068b959dc2,"What is the subsidiary of the record company who released ""Love Incredible?""",Vivendi S.A.,"Interscope Records is the subsidiary of Universal Music Group, the record company that released ""Love Incredible."" This information was correctly identified by both Agent 1 and Agent 2. Finish[Universal Music Group]",False,1,3,3
5adcbb815542994ed6169bde,"Beer Wars covers the differences between large corporate breweries, and small breweries, such as what brewery that is headquartered in Escondido, california?",Stone Brewing,Finish: Stone Brewing Co.,False,2,3,3
5ab915ad55429919ba4e239c,"Who did Muhummad Ali fight next, in Houston, after the so-called Fight of the Century with Joe Frazier?",Jimmy Ellis,"Muhammad Ali fought Jimmy Ellis in Houston on July 26, 1971, after his bout with Joe Frazier. This was Ali's first boxing match after the Fight of the Century. Finish[Jimmy Ellis]",False,1,3,3
5ab94fa25542996be2020474,"What is represented on the cover art of the studio album that includes the song ""Speed of Sound""?",Baudot code,"The cover art of the studio album ""X&Y"" by Coldplay represents the Baudot code. This historical binary code is reflected in the design of the album cover, which features a combination of colors and blocks. Finish[The cover art represents the Baudot code.]",False,1,3,3
5a7ca0ef55429907fabeefd3,"Which professional tennis player was born first, Lucie Hradecká or Raffaella Reggi?",Raffaella Reggi,"Finish: Raffaella Reggi was born first on November 27, 1965, while Lucie Hradecká was born on May 21, 1985.",False,1,3,3
5a7a5b3a5542996c55b2dd71,What building is opposite the ceremonial meeting place of the Accession Council in the United Kingdom?,Mark Masons' Hall,Finish[Mark Masons' Hall in London is opposite St James's Palace.],False,1,3,3
5abbd3ac55429931dba1458b,Are both Duke Energy and Affiliated Managers Group based in Massachusetts?,no,"Mistakes: Duke Energy is headquartered in Charlotte, North Carolina, not Massachusetts. Affiliated Managers Group is indeed based in Massachusetts.",False,1,3,3
5ac3af895542995ef918c1f0,Janne Kyttanen has had work exhibited at which modern art museum in Amsterdam?,Stedelijk Museum Amsterdam,Janne Kyttanen has had work exhibited at the Stedelijk Museum in Amsterdam.,False,2,3,3
5a72dcb45542992359bc31af,What company did Rex Maughan aquire?,Aloe Vera of America,"Yes, Rex Maughan acquired the company Aloe Vera of America in the 1990s, which significantly contributed to the growth and success of Forever Living Products. This acquisition allowed the company to expand its product line and reach a wider market, leading to substantial revenue and a large network of distributors.",False,1,3,3
5ae1e22a5542997f29b3c160,"The role of ""Celene"" in the film ""Walk All over Me"" was played by an actress that voices what role in the ""Starcraft 2"" triolgy?",Sarah Kerrigan,"Good points made by Agent 1 and Agent 3 about Tricia Helfer playing the role of ""Celene"" in ""Walk All Over Me"" and voicing Sarah Kerrigan in the ""Starcraft 2"" trilogy. Tricia Helfer voiced the character Sarah Kerrigan, the Queen of Blades, in the ""Starcraft 2"" trilogy.",False,1,3,3
5ae6316d5542996de7b71b87,Which FC Barcelona signee was a contender for the Rookie of the Year Award when he played for the Timberwolves?,Ricard Rubio i Vives,Ricky Rubio was the FC Barcelona signee who was a contender for the Rookie of the Year Award when he played for the Timberwolves. Rubio had a strong rookie season until he suffered a season-ending injury. Finish[answer].,False,1,3,3
5ade4801554299728e26c6ab,Wolf and Sheep was screened at which 2016 film festival?,69th Cannes Film Festival,Finish: Wolf and Sheep was screened at the 2016 Cannes Film Festival in the Directors' Fortnight section where it won the Art Cinema Award.,False,2,3,3
5a9064c755429916514e74a6,What is the first name of Jack Benny Binion's father?,Lester,The correct answer is Benny. The context clearly states that Jack Benny Binion's father is named Benny Binion. Finish[answer].,False,2,3,3
5addc79d5542995b365fab7b,"Which episode of SpongeBob SquarePants aired first, The Clash of Triton or To SquarePants or Not to SquarePants?""",To SquarePants or Not to SquarePants,To SquarePants or Not to SquarePants aired before The Clash of Triton. Finish[To SquarePants or Not to SquarePants aired before The Clash of Triton.],False,1,3,3
5ac097b05542996f0d89cc18,"Are Ruggero Deodato from Italy, and Mexican Alejandro Springall, both film directors?",yes,"Yes, both Ruggero Deodato and Alejandro Springall are film directors. Deodato is known for his work in the Italian film industry, while Springall is a prominent figure in Mexican cinema. They both have experience in directing films. Finish[Yes, both Ruggero Deodato and Alejandro Springall are film directors.]",False,2,3,3
5a79caad5542994f819ef09f,Which professional baseball player was born in 1984 and played as a rookie for the Los Angeles Dogers in 2007?,Matthew Ryan Kemp,Finish: The professional baseball player born in 1984 and played as a rookie for the Los Angeles Dodgers in 2007 was Matt Kemp.,False,1,3,3
5a83a31c554299123d8c2179,Who is the lead vocalist for Maroon 5's sixth studio album?,Adam Levine,Adam Levine,True,3,3,3
5a72830e5542994cef4bc2f9,"Where is the company that distributed XXXTentacion's single ""Revenge"" based?","San Francisco, California","The correct answer is San Francisco, California. EMPIRE Distribution, the company that distributed XXXTentacion's single ""Revenge"", is based in San Francisco, California.",False,2,3,3
5abaca935542996606241610,"""Text Me Merry Christmas"" is a song performed by Kristen Bell and a group that originated at what univeristy?",Indiana University,"The song ""Text Me Merry Christmas"" is performed by Straight No Chaser and Kristen Bell. Straight No Chaser originated at Indiana University.",False,1,3,3
5ae0a59a55429945ae9593e2,This Celtic ruler who was born in AD 43 ruled southeastern Britain prior to conquest by which empire?,Roman,Finish: Roman Empire.,False,3,3,3
5ab700ca5542991d32223736,"Which other film did one of the supporting cast in ""Sleepless in Seattle"" appear?","""Now and Then"" (1995)","I agree with Agent 1 and Agent 3 that Rita Wilson, a supporting cast member in ""Sleepless in Seattle,"" appeared in the films ""Runaway Bride"" (1999) and ""Jingle All the Way"" (1996). Finish[Runaway Bride and Jingle All the Way].",False,1,3,3
5a8bd49d5542997f31a41dd7,"Who is this American cartoonist, writer, producer, animator, and voice actor that worked with this multiple Shuster Award, Harvey Award and Eisner Award nominee and an Eisner Award–winning comic book creator?",Matt Groening,"Matt Groening is the American cartoonist, writer, producer, animator, and voice actor who worked with Ian Boothby. Matt Groening is best known for creating ""The Simpsons"" and ""Futurama,"" and he collaborated with Ian Boothby on ""Simpsons Comics"" and ""Futurama Comics"" for Bongo Comics. Finish[answer].",False,1,3,3
5ae4d3a55542990ba0bbb164,What creature of American folklore gained notoriety in 1964?,Dewey Lake Monster,"The Dewey Lake Monster gained notoriety in 1964 after several reported sightings near Dewey Lake in Dowagiac, Michigan. It is also known as the Michigan Bigfoot and Sister Lakes Sasquatch. Finish[The Dewey Lake Monster]",False,2,3,3
5ab29346554299545a2cf997,"What CBS-affiliated station serves Pontotoc County, Oklahoma?",KXII,"KXII is the CBS-affiliated television station that serves Pontotoc County, Oklahoma. It is located in Sherman, Texas, and also serves the Ada-Sherman media market.",False,1,3,3
5a776fc15542997042120a3a,What is the mascot of the oldest private university in Georgia?,The Bears,"Finish: The mascot of the oldest private university in Georgia, Mercer University, is the Mercer Bears.",False,1,3,3
5ab3ede755429976abd1bcf4,Who directed the 1940 film in which John Arledge appeared?,John Ford,"John Ford directed the 1940 film ""The Grapes of Wrath"" in which John Arledge appeared.",False,2,3,3
5a80071f5542992bc0c4a684,Alice David is the voice of Lara Croft in a video game developed by which company ?,Crystal Dynamics,"Alice David is known for being the voice of Lara Croft in the French dub of the video game ""Tomb Raider"" developed by Crystal Dynamics and published by Square Enix.",False,2,3,3
5ae08a0455429924de1b70fc,"Which German project recorded a song that featured vocals by a duo from Silverdale, England?",Enigma,Finish[Enigma],False,1,3,3
5ab484415542990594ba9c44,"Which facility was founded in Missouri, Discovery Zone or Valentino's?",Discovery Zone,Finish[Discovery Zone was founded in Missouri in October 1989.],False,1,3,3
5a811667554299260e20a23d,What occupations do both Ian Hunter and Rob Thomas have?,"singer, songwriter","Ian Hunter and Rob Thomas are both singer-songwriters known for their work as lead singers in bands (Mott the Hoople and Matchbox 20, respectively) and for their successful solo careers. They have both collaborated with other musicians in their respective projects.",False,1,3,3
5a81c7d15542990a1d231ea9,Which services did Rock Nominees Ltd and  ISS A/S (Integrated Service Solutions) have in common?,"cleaning, catering and security","Rock Nominees Ltd and ISS A/S both had involvement in cleaning, catering, and security services. Rock Nominees Ltd had investments in companies in the cleaning, catering, and security porterage business, while ISS A/S provides cleaning, catering, security, and facility management services. Therefore, the common services between the two companies are cleaning, catering, and security services.",False,1,3,3
5a716ec85542994082a3e82d,"Which movie was filmed first ""The Guest"" or ""You're Next""?",You're Next,"Good points made by Agent 1 and Agent 2 about the release dates of the movies. Based on the information provided in the context, ""You're Next"" was released in 2011, while ""The Guest"" was released in 2014. Therefore, ""You're Next"" was filmed first. Finish[You're Next was filmed first in 2011, followed by The Guest in 2014.]",False,1,3,3
5ade25ed5542997c77aded70,During what war were the Russia-United Kingdom relations in a state of rivalry after the abdication of Emperor Nicholas II? ,the Cold War (1947–91),Finish: The Russia-United Kingdom relations were in a state of rivalry after the abdication of Emperor Nicholas II during the Crimean War of the 1850s.,False,2,3,3
5a89dd4d554299669944a5e3,"Flower Alley was bred by the trainer who was killed at what Fayette County, Kentucky airport?",Blue Grass Airport,"Yes, Flower Alley was indeed bred at Bona Terra Farms by George Brunacini, who tragically lost his life in the crash of Comair Flight 5191 at Blue Grass Airport in Lexington, Kentucky. Finish[Blue Grass Airport].",False,1,3,3
5abba3cd554299642a094aee,"How many different schools does the university, in which Andrew J. Elliot is a professor of psychology, have?",six,The correct answer is six schools. Finish[answer].,False,1,3,3
5ac540365542994611c8b470,"Loughborough Students' Union serves the students at what public research university that has been a university since 1966, but the institution dates back to 1909?",Loughborough University,"Loughborough Students' Union serves Loughborough University, which has been a university since 1966 but dates back to 1909.",False,1,3,3
5ae199305542997b2ef7d20e,In what european city is a location of the college from which the woman known as Comic Book Girl 19 received her degree?,"Lacoste, France","Finish: The European city where a location of the college from which Comic Book Girl 19 received her degree is Lacoste, France.",False,2,3,3
5ae789615542997ec2727695,Kam Heskin plays Paige Morgan in a 2004 film directed by who?,Martha Coolidge,"Kam Heskin does not play Paige Morgan in the 2004 film ""The Prince and Me."" Instead, she takes over the role of Paige Morgan in the sequels of the franchise released between 2006 and 2010. The 2004 film was directed by Martha Coolidge and starred Julia Stiles as Paige Morgan.",False,1,3,3
5a75e67d5542992db9473709,"What was a series of battles during the Revolutionary War, for control of New York City and the state of New Jersey, fought on October 28, 1776 near White Plains, New York?",New York and New Jersey campaign,"The Battle of White Plains was a significant battle in the New York and New Jersey campaign of the American Revolutionary War, fought on October 28, 1776 near White Plains, New York. It was part of the series of battles between British forces under General Sir William Howe and the Continental Army under General George Washington. Finish[answer].",False,2,3,3
5a8a5a1955429930ff3c0da7,"In what year was the Sayrevill, New Jersey rock band that Frankie LaRocka played drums for formed?",1983,Frankie LaRocka did not play drums for Bon Jovi. The correct answer is 1983.,False,2,3,3
5a7bc0755542995eb53be9a5,The series of novels that reference numerous locations and incorporates themes from multiple genres is titled what?,The Dark Tower,Finish[The Dark Tower series by Stephen King],False,2,3,3
5ae7535c5542997b22f6a6d8,The 53rd National Hockey League All-Star Game took place at the indoor arena that was completed in what year?,1998,"The 53rd National Hockey League All-Star Game took place at the BB&T Center in Sunrise, Florida, which was completed in 1998.",False,2,3,3
5adf95745542995534e8c7f8,Where does Śivarāma Swami conduct courses on Vaishnava Theology?,in the village of Aldenham,"Śivarāma Swami conducts courses on Vaishnava Theology at Bhaktivedanta Manor, a Gaudiya Vaishnava temple owned and run by ISKCON in the village of Aldenham near Watford, England. Finish[answer].",False,1,3,3
5adf3c155542993a75d2643a,What is the given name of the character depicted as Juliet Hulme in Heavenly Creatures?,Anne Perry,"The character depicted as Juliet Hulme in Heavenly Creatures is based on the real-life person Juliet Marion Hulme, who later changed her name to Anne Perry.",False,1,3,3
5ac1a6bf5542991316484b8d,"In what state did this band form that is an American metalcore band, founded in mid-2009, and whose lead vocalist was Jerry Roush?",California,"Finish[Hampton, Virginia].",False,2,3,3
5a87b2fc5542996e4f3088d0,"Who wrote the book that inspired the name of the CD/DVD ""Here at the End of All Things""?",J. R. R. Tolkien,"J.R.R. Tolkien wrote ""The Lord of the Rings: The Return of the King"", which inspired the name of the CD/DVD ""Here at the End of All Things"" by The Number Twelve Looks Like You. Finish[answer].",False,2,3,3
5a807ca5554299485f598613,Where was the original line of the railroad William Howard worked for?,the port of Baltimore west to Sandy Hook,The original line of the Baltimore and Ohio Railroad where William Howard worked was from the port of Baltimore west to Sandy Hook in the state of Maryland. It later extended into Virginia and West Virginia.,False,1,3,3
5adf1b8a5542995534e8c750,What band did Gator Country guitarist that co-wrote Bloody Reunion come from?,Molly Hatchet,"Duane Roland, the guitarist who co-wrote ""Bloody Reunion"", came from the band Molly Hatchet. He was a member of Molly Hatchet from its founding in the mid-1970s until his departure in 1990. After leaving Molly Hatchet, he played with Gator Country, which included many of the founding members of Molly Hatchet. Finish[answer].",False,1,3,3
5a87081755429960ec39b6fe,"Jessica Jones is a television series created for Netflix, the second in the series of the shows that lead to ""The Defenders"" miniseries after what show released on Netflix earlier?",Daredevil,"Good points made by Agent 2 and Agent 3. The show released on Netflix earlier than Jessica Jones and leading to ""The Defenders"" miniseries is Marvel's Daredevil. Daredevil was the first show in the series of interconnected Marvel shows on Netflix, followed by Jessica Jones, Luke Cage, Iron Fist, and then culminating in The Defenders.",False,1,3,3
5ab322b1554299194fa93570,"Which type of character is featured by the P.L. Travers's third book and last novel in the ""Mary Poppins"" series?",fictional character,"Mary Poppins is a magical English nanny who arrives at the Banks home and teaches the children valuable lessons with a magical touch in P.L. Travers's third book and last novel in the ""Mary Poppins"" series.",False,1,3,3
5a80721b554299485f5985ef,"The Livesey Hal War Memorial commemorates the fallen of which war, that had over 60 million casualties?",World War II,"The Livesey Hall War Memorial commemorates the fallen of World War II, which had over 60 million casualties. This is supported by the context provided, which states that the memorial honors those who served in both World War I and World War II, and World War II indeed had over 60 million casualties.",False,1,3,3
5a85fb085542994775f606de,What is the name of the executive producer of the film that has a score composed by Jerry Goldsmith?,Ronald Shusett,"Finish[answer]: The executive producer of the film ""Alien"" with a score composed by Jerry Goldsmith is Ronald Shusett.",False,2,3,3
5a79c1335542994bb9457066,Eric Ambler and Carol Shields are both best Known for what profession?,author,"Eric Ambler is best known for being an influential British author of thrillers, particularly spy novels, and for working as a screenwriter. Carol Shields is best known for being a Canadian novelist and short story writer, with her novel ""The Stone Diaries"" winning prestigious awards.",False,1,3,3
5a774e9c55429972597f14f3,David Huntsinger has worked with this gospel singer born in the month of July?,Larnelle Harris,"Yes, David Huntsinger has worked with Larnelle Harris, a gospel singer born in July.",False,2,3,3
5adcdea85542992c1e3a2441,What film adaptation do both Jerome Bernard and Ira Lewis have in common?,Chinese Coffee,Finish[Chinese Coffee].,False,2,3,3
5ac509e95542994611c8b333,The chicken is a type of dance pattern that is a change of pace of what dance?,the Twist,"The Chicken dance is not a type of dance pattern on its own, but rather a specific movement within the context of doing the Twist. It is used primarily as a change of pace step while doing the Twist. Therefore, the Chicken dance is a change of pace step within the Twist dance.",False,1,3,3
5a8b42be55429949d91db515,What profession does John Lanchester and Alan Dean Foster have in common?,novelist,John Lanchester and Alan Dean Foster are both writers.,False,2,3,3
5ab9b2c7554299743d22ebaf,Are both Lygodium or Maxillaria a genus of orchids?,no,"Yes, only Maxillaria is a genus of orchids (family Orchidaceae). Lygodium is a genus of ferns (family Lygodiaceae).",False,1,3,3
5a7b63eb55429931da12ca7e,What city does Paul Clyne and David Soares have in common?,New York,"Good points made by Agent 1 and Agent 3 about Paul Clyne being the District Attorney of Albany County, New York from 2001 to 2004. In addition, Agent 1 mentioned that Paul Clyne and David Soares both have Albany, New York in common. This is correct as both individuals have served as District Attorneys in Albany County, New York.",False,1,3,3
5a7ea14655429930675135ab,What giant silverware company was started as a religious Utopian group and was for many years run by Pierrepont Noyes?,Oneida Limited,Oneida Limited.,True,2,3,3
